the_geom,ObjectID,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp,date,year
POINT (-74.0044300282855 40.63368115970537),247,3.0,Brooklyn,312.0,38.0,49.0,17.0,7.0,3281,General,05/21/2016,5801 Fort Hamilton Pkwy,5801 Fort Hamilton Pkwy,Fort Hamilton Pkwy,58th Street & 59th Street,Brooklyn,312,B16,Not Applicable,40.6336811597,-74.0044300283,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-05-21,2016.0
POINT (-73.78548862917616 40.59500875909126),59,4.0,Queens,414.0,31.0,31.0,10.0,5.0,4236,Bus Route,02/05/2019,5422 Beach Channel Drive,5422 Beach Channel Drive,Beach Channel Drive,Beach 54th Street & Beach 55th Street,Queens,414,Q53,Not Applicable,40.5950087591,-73.7854886292,Rockaway Beach-Arverne-Edgemere,AE,,1.0,BACKLESS,2019-02-05,2019.0
POINT (-73.93097098582585 40.65555352913861),379,3.0,Brooklyn,317.0,41.0,58.0,20.0,9.0,3714,Senior Safety,05/20/2017,726 Utica Avenue,726 Utica Avenue,Utica Avenue,Lenox Road & Clarkson Avenue,Brooklyn,317,Not Applicable,Not Applicable,40.6555535291,-73.9309709858,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-05-20,2017.0
POINT (-73.99012949236611 40.60562208630418),116,3.0,Brooklyn,311.0,44.0,47.0,22.0,11.0,2061,General,11/27/2013,7914 Bay Parkway,7914 Bay Parkway,Bay Parkway,78th & 79th Street,Brooklyn,311,Not Applicable,Not Applicable,40.6056220863,-73.9901294924,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2013-11-27,2013.0
POINT (-73.91191580943867 40.66957863137544),511,3.0,Brooklyn,316.0,41.0,55.0,20.0,9.0,1761,BID,02/21/2013,1665 Pitkin Avenue,1665 Pitkin Avenue,Pitkin Avenue,Bristol Street & Chester Street,Brooklyn,316,Not Applicable,Pitkin Avenue,40.6695786314,-73.9119158094,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-02-21,2013.0
POINT (-73.84781654654842 40.721660284611886),941,4.0,Queens,406.0,29.0,28.0,16.0,6.0,1174,Senior Center,12/12/2012,106-06 Queens Boulevard,106-06 Queens Boulevard,69th Road,Austin Street and Queens Boulevard,Queens,406,Not Applicable,Not Applicable,40.7216602846,-73.8478165465,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-12-12,2012.0
POINT (-73.93989600647672 40.663419533556734),438,3.0,Brooklyn,309.0,41.0,43.0,20.0,9.0,2255,Senior Center,11/26/2013,483 Albany Avenue,483 Albany Avenue,Albany Avenue,Lefferts and Empire Boulevards,Brooklyn,309,Not Applicable,Not Applicable,40.6634195336,-73.9398960065,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-11-26,2013.0
POINT (-73.94455165248141 40.616137653793544),2203,3.0,Brooklyn,318.0,45.0,41.0,22.0,9.0,39,Bus Route,09/25/2018,3114 Kings Hwy,3114 Kings Hwy,Kings Hwy,Nostrand Avenue & East 32nd Street,Brooklyn,41,B82,,40.6161376538,-73.9445516525,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,5.0,LEANING BAR,2018-09-25,2018.0
POINT (-73.8467252744223 40.6886073857327),677,4.0,Queens,409.0,32.0,38.0,10.0,7.0,4035,Bus Route,04/27/2018,97-04 Atlantic Avenue,97-04 Atlantic Avenue,Atlantic Avenue,96th Street & 100th Street,Queens,409,Q24,Not Applicable,40.6886073857,-73.8467252744,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-04-27,2018.0
POINT (-74.1176523357843 40.63667888296663),269,5.0,Staten Island,501.0,49.0,61.0,23.0,11.0,2064,Community Health Centers,08/08/2013,221 Broadway,221 Broadway,Broadway,Henderson Avenue and Winegar Lane,Staten Island,501,S54,Not Applicable,40.636678883,-74.1176523358,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKLESS,2013-08-08,2013.0
POINT (-73.95014792745981 40.67168894164629),528,3.0,Brooklyn,308.0,35.0,43.0,20.0,9.0,3455,Bus Route,11/03/2016,845 St Johns Place,845 St Johns Place,St Johns Place,New York Avenue & Nostrand Avenue,Brooklyn,308,B45,Not Applicable,40.6716889416,-73.9501479275,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2016-11-03,2016.0
POINT (-73.87051800359755 40.83950067505375),1690,2.0,Bronx,209.0,15.0,87.0,33.0,15.0,4027,Bus Route,03/06/2018,1280 East Tremont Avenue,1280 East Tremont Avenue,East Tremont Avenue,Van Nest Avenue & Rosedale Avenue,Bronx,209,BX40,Not Applicable,40.8395006751,-73.8705180036,Soundview-Bruckner-Bronx River,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-03-06,2018.0
POINT (-73.94921048574707 40.793840908540396),1437,1.0,Manhattan,111.0,8.0,68.0,30.0,13.0,3173,General,10/28/2015,1573 Madison Avenue,1573 Madison Avenue,Madison Avenue,E. 106th Street and E. 107th Street,Manhattan,111,Not Applicable,Not Applicable,40.7938409085,-73.9492104857,East Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2015-10-28,2015.0
POINT (-73.9331357827195 40.68799269690106),660,3.0,Brooklyn,303.0,36.0,56.0,25.0,8.0,3214,Municipal Facilities,03/30/2016,210 Stuyvesant Avenue,210 Stuyvesant Avenue,Stuyvesant Avenue,Monroe Street & Gates Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.6879926969,-73.9331357827,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-03-30,2016.0
POINT (-73.95682056958105 40.673866749411864),545,3.0,Brooklyn,308.0,35.0,57.0,20.0,9.0,939,General,05/28/2013,720 Franklin Avenue,720 Franklin Avenue,Franklin Avenue,Park Place and Sterling Place,Brooklyn,308,Not Applicable,Not Applicable,40.6738667494,-73.9568205696,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-05-28,2013.0
POINT (-73.90856010828062 40.701435979865735),792,4.0,Queens,405.0,34.0,38.0,12.0,7.0,3501,Bus Route,04/20/2017,712 Cypress Avenue,712 Cypress Avenue,Cypress Avenue,Palmetto Street & Woodbine Street,Queens,405,Q58,Not Applicable,40.7014359799,-73.9085601083,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2017-04-20,2017.0
POINT (-73.97569939276028 40.71883962595324),924,1.0,Manhattan,103.0,2.0,74.0,26.0,7.0,2998,Municipal Facilities,01/22/2015,525 East Houston Street,525 East Houston Street,East Houston Street,Baruch Place & FDR Drive,Manhattan,103,M14AD,Not Applicable,40.718839626,-73.9756993928,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,1.0,BACKLESS,2015-01-22,2015.0
POINT (-73.93580942943328 40.6010199757942),84,3.0,Brooklyn,315.0,46.0,41.0,19.0,9.0,3920,Senior Safety,01/24/2018,3082 Avenue U,3082 Avenue U,Avenue U,Bragg Street & Brigham Street,Brooklyn,315,Not Applicable,Not Applicable,40.6010199758,-73.9358094294,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKED,2018-01-24,2018.0
POINT (-73.92127093445767 40.770850830986944),1305,4.0,Queens,401.0,22.0,36.0,12.0,12.0,3084,General,09/10/2015,27-02 Astoria Boulevard,27-02 Astoria Boulevard,Astoria Boulevard,Crescent Street & 28th Street,Queens,401,Not Applicable,Not Applicable,40.770850831,-73.9212709345,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-09-10,2015.0
POINT (-73.93685889991545 40.622246569212386),200,3.0,Brooklyn,318.0,45.0,41.0,19.0,9.0,4183,General,09/25/2018,3832 KINGS HIGHWAY,3832 KINGS HIGHWAY,KINGS HIGHWAY,Ryder Street & Flatbush Avenue,Brooklyn,318,B82,Not Applicable,40.6222465692,-73.9368588999,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2018-09-25,2018.0
POINT (-73.86074969251708 40.75592239328261),1198,4.0,Queens,403.0,21.0,35.0,13.0,14.0,3362,Municipal Facilities,09/07/2016,34-10 108th Street,34-10 108th Street,108th Street,34th Avenue & 35th Avenue,Queens,403,Q48,Not Applicable,40.7559223933,-73.8607496925,North Corona,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2016-09-07,2016.0
POINT (-142.79870371803023 -90),2163,,,,,,,,0,,,,,,,,0,,,,,,,,,Unknown,,
POINT (-73.75675241711964 40.74969133420879),1152,4.0,Queens,411.0,23.0,25.0,16.0,6.0,4162,General,03/14/2019,221-15 Horace Harding Expressway,221-15 Horace Harding Expressway,Horace Harding Expressway,Springfield Boulevard & 223rd Place,Queens,411,Not Applicable,Not Applicable,40.7496913342,-73.7567524171,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2019-03-14,2019.0
POINT (-73.94392604418412 40.6986163602949),760,3.0,Brooklyn,303.0,36.0,56.0,18.0,7.0,1047,Senior Center,09/26/2012,177 Throop Avenue,,Throop Avenue,Park Avenue and Ellery Street,Brooklyn,303,B43,Not Applicable,40.6986163603,-73.9439260442,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2012-09-26,2012.0
POINT (-73.95632696486757 40.652389640975336),2117,3.0,Brooklyn,314.0,40.0,43.0,21.0,9.0,3892,Senior Safety,08/23/2017,70 Linden Blvd,70 Linden Blvd,Linden Blvd,Caton Avenue & Bedford Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.652389641,-73.9563269649,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-08-23,2017.0
POINT (-74.00915255210042 40.70439374985143),809,1.0,Manhattan,101.0,1.0,65.0,26.0,10.0,2041,General,08/12/2013,10 Hanover Square,10 Hanover Square,Hanover Square,Water and Pearl Streets,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7043937499,-74.0091525521,Financial District-Battery Park City,AE,,1.0,BACKED,2013-08-12,2013.0
POINT (-73.95288613695979 40.77649734248739),1337,1.0,Manhattan,108.0,5.0,76.0,28.0,12.0,3852,General,02/27/2018,1617 2nd Avenue,1617 2nd Avenue,2nd Avenue,E 83rd Street & E 84th Street,Manhattan,108,Not Applicable,Not Applicable,40.7764973425,-73.952886137,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-02-27,2018.0
POINT (-74.00453519695874 40.655407476852716),380,3.0,Brooklyn,307.0,38.0,51.0,25.0,7.0,1607,General,01/08/2013,153 35th Street,153 35th Street,35th Street,Fourth and Third Avenues,Brooklyn,307,Not Applicable,Not Applicable,40.6554074769,-74.004535197,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2013-01-08,2013.0
POINT (-73.89863589618182 40.71261055020563),2046,4.0,Queens,405.0,30.0,28.0,15.0,6.0,2527,General,11/19/2014,62-16 Metropolitan Avenue,62-16 Metropolitan Avenue,Metropolitan Avenue,Fresh Pond Road and 62nd Street,Queens,405,Q54,Not Applicable,40.7126105502,-73.8986358962,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2014-11-19,2014.0
POINT (-73.96410678911748 40.797347403107),1469,1.0,Manhattan,107.0,7.0,69.0,30.0,13.0,3342,Municipal Facilities,08/03/2017,885 Columbus Avenue,885 Columbus Avenue,Columbus Avenue,W 104th Street & W 100th Street,Manhattan,107,Not Applicable,Not Applicable,40.7973474031,-73.9641067891,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-08-03,2017.0
POINT (-73.95571841254348 40.680741239220815),1914,3.0,Brooklyn,303.0,36.0,57.0,25.0,8.0,1106,General,09/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6807412392,-73.9557184125,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-09-27,2012.0
POINT (-73.84602316735611 40.844106954959244),1707,2.0,Bronx,210.0,13.0,82.0,34.0,14.0,2454,Health Care Facilities,05/02/2014,1485 Williamsbridge Road,1485 Williamsbridge Road,Williamsbridge Road,St. Raymonds Avenue and Silver Street,Bronx,210,BX8,Westchester Square,40.844106955,-73.8460231674,Westchester Square,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2014-05-02,2014.0
POINT (-73.93864480849513 40.84132565398373),2092,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,3285,Municipal Facilities,05/24/2016,560 169th Street,560 169th Street,169th Street,St Nicholas Avenue & Audubon Avenue,Manhattan,112,Not Applicable,Not Applicable,40.841325654,-73.9386448085,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-05-24,2016.0
POINT (-73.93051950054785 40.8608212485068),1782,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,2984,Municipal Facilities,01/15/2015,4600 Broadway,4600 Broadway,Broadway,West 196th Street & Ellwood Street,Manhattan,112,M100,Not Applicable,40.8608212485,-73.9305195005,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKLESS,2015-01-15,2015.0
POINT (-73.92796573890045 40.62618241413936),219,3.0,Brooklyn,318.0,45.0,41.0,21.0,8.0,4160,Bus Route,09/13/2018,4915 Flatlands Ave,4915 Flatlands Ave,Flatlands Avenue,Utica Avenue & E 49th Street,Brooklyn,318,B82,Not Applicable,40.6261824141,-73.9279657389,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2018-09-13,2018.0
POINT (-73.91966732738514 40.65264676308658),365,3.0,Brooklyn,317.0,42.0,58.0,21.0,9.0,3712,Senior Safety,05/20/2017,9006 Church Avenue,577 Remsen Avenue,Remsen Avenue,Remsen Avenue & Avenue A,Brooklyn,317,Not Applicable,Not Applicable,40.6526467631,-73.9196673274,East Flatbush-Remsen Village,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2017-05-20,2017.0
POINT (-73.90791247011971 40.77123729372905),1310,4.0,Queens,401.0,22.0,36.0,13.0,14.0,4030,Bus Route,04/26/2018,22-73 Steinway Street,22-73 Steinway Street,Steinway Street,23rd Avenue & Ditmars Boulevard,Queens,401,Q101,Not Applicable,40.7712372937,-73.9079124701,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-04-26,2018.0
POINT (-73.97731963308401 40.67215432657478),533,3.0,Brooklyn,306.0,39.0,52.0,20.0,9.0,4066,General,11/02/2018,160 7th Avenue,160 7th Avenue,7th Avenue,Garfield Place & First Street,Brooklyn,306,B67,Not Applicable,40.6721543266,-73.9773196331,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-11-02,2018.0
POINT (-73.75318163904649 40.60298875595714),101,4.0,Queens,414.0,31.0,23.0,10.0,5.0,2446,Plaza,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602988756,-73.753181639,Far Rockaway-Bayswater,X,AREA OF MINIMAL FLOOD HAZARD,1.0,BACKED,2015-12-09,2015.0
POINT (-73.93499005127887 40.796383328555116),2082,1.0,Manhattan,111.0,8.0,68.0,29.0,13.0,3054,General,11/28/2014,2266 1st Avenue,2266 1st Avenue,1st Avenue,East 116th Street & East 117th Street,Manhattan,111,M15,Not Applicable,40.7963833286,-73.9349900513,East Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3.0,BACKED,2014-11-28,2014.0
POINT (-73.99029054229904 40.74194287010854),1066,1.0,Manhattan,105.0,3.0,75.0,28.0,12.0,1770,General,05/08/2013,53 West 23rd Street,53 West 23rd Street,West 23rd Street,5th and 6th Avenues,Manhattan,105,Not Applicable,Not Applicable,40.7419428701,-73.9902905423,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-05-08,2013.0
POINT (-73.90048702749255 40.847507693047646),1735,2.0,Bronx,206.0,15.0,86.0,33.0,15.0,2589,Municipal Facilities,07/14/2014,410 E. Tremont Avenue,410 E. Tremont Avenue,E. Tremont Avenue,Webster Avenue and Park Avenue,Bronx,206,BX40,Not Applicable,40.847507693,-73.9004870275,Mount Hope,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2014-07-14,2014.0
POINT (-73.9378133595233 40.855157235916195),1767,1.0,Manhattan,112.0,10.0,71.0,31.0,13.0,1946,General,07/19/2013,213 Pinehurst Avenue,213 Pinehurst Avenue,Pinehurst Avenue,W 185th & W187th Street,Manhattan,112,Not Applicable,Not Applicable,40.8551572359,-73.9378133595,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-07-19,2013.0
POINT (-73.92002373360636 40.69165807021774),713,3.0,Brooklyn,304.0,34.0,54.0,18.0,7.0,2995,Senior Center,01/14/2015,1175 Gates Avenue,1175 Gates Avenue,Gates Avenue,Evergreen Avenue & Bushwick Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.6916580702,-73.9200237336,Bushwick (East),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-01-14,2015.0
POINT (-73.90087313082644 40.88524269163423),1867,2.0,Bronx,208.0,11.0,81.0,34.0,13.0,3866,Senior Safety,09/01/2017,5825 Broadway,5825 Broadway,W 238th Street,W 238th Street & W 240th Street,Bronx,208,Not Applicable,Not Applicable,40.8852426916,-73.9008731308,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2017-09-01,2017.0
POINT (-74.01533325193857 40.62665821385443),2060,3.0,Brooklyn,310.0,43.0,46.0,22.0,11.0,2908,Municipal Facilities,12/24/2014,7400 Fort Hamilton Parkway,7400 Fort Hamilton Parkway,Fort Hamilton Parkway,73rd Street & 74th Street,Brooklyn,310,B16,Not Applicable,40.6266582139,-74.0153332519,Dyker Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2014-12-24,2014.0
POINT (-73.94415575947731 40.8297631001589),1635,1.0,Manhattan,109.0,7.0,71.0,30.0,13.0,3650,Senior Safety,05/06/2017,1865 Amsterdam Avenue,1865 Amsterdam Avenue,Amsterdam Avenue,W. 152nd Street & W. 153rd Street,Manhattan,109,Not Applicable,Not Applicable,40.8297631002,-73.9441557595,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-05-06,2017.0
POINT (-73.75803384163828 40.739986111485365),1046,4.0,Queens,411.0,23.0,24.0,11.0,6.0,3347,Municipal Facilities,07/07/2016,73-28 Bell Boulevard,73-28 Bell Boulevard,Bell Boulevard,73rd Avenue & 73rd Road,Queens,411,Not Applicable,Not Applicable,40.7399861115,-73.7580338416,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-07-07,2016.0
POINT (-73.93840556480296 40.846290715358926),1729,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,3337,Plaza,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.8462907154,-73.9384055648,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2015-12-01,2015.0
POINT (-73.9440248778294 40.702358831801384),797,3.0,Brooklyn,301.0,34.0,53.0,18.0,7.0,3357,General,07/18/2016,10 Manhattan Avenue,10 Manhattan Avenue,Manhattan Avenue,Cook Street & Varet Street,Brooklyn,301,Not Applicable,Not Applicable,40.7023588318,-73.9440248778,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2016-07-18,2016.0
POINT (-73.88062437538862 40.74138796625171),1056,4.0,Queens,404.0,25.0,39.0,16.0,6.0,4218,Bus Route,01/24/2019,8290 Broadway,8290 Broadway,Broadway,Whitney Avenue & 45th Avenue,Queens,404,Q52,Not Applicable,40.7413879663,-73.8806243754,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2019-01-24,2019.0
POINT (-73.85824659608207 40.750851730681454),1162,4.0,Queens,404.0,21.0,39.0,13.0,14.0,2360,Senior Center,02/07/2014,108-74 Roosevelt Avenue,108-74 Roosevelt Avenue,Roosevelt Avenue,108th & 11th Street,Queens,404,Not Applicable,Not Applicable,40.7508517307,-73.8582465961,Corona,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-02-07,2014.0
POINT (-73.74415467318468 40.765491812701875),1273,4.0,Queens,411.0,19.0,26.0,11.0,3.0,1536,General,02/05/2013,242-03 Northern Boulevard,242 - 03 Northern Boulevard,Northern Boulevard,Douglaston Parkway and 243rd Street,Queens,411,Q12,Not Applicable,40.7654918127,-73.7441546732,Douglaston-Little Neck,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-02-05,2013.0
POINT (-73.96613163074176 40.649841438770906),333,3.0,Brooklyn,314.0,40.0,42.0,21.0,9.0,2636,Municipal Facilities,07/24/2014,18 Marlborough Road,18 Marlborough Road,Marlborough Road,Caton Avenue & Church Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.6498414388,-73.9661316307,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-07-24,2014.0
POINT (-73.9467857086359 40.78485835609499),1386,1.0,Manhattan,111.0,5.0,68.0,29.0,12.0,3845,General,07/05/2017,1879 2nd Avenue,1879 2nd Avenue,2nd Avenue,E 97th Street & E 96th Street,Manhattan,108,Not Applicable,Not Applicable,40.7848583561,-73.9467857086,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4.0,BACKED,2017-07-05,2017.0
POINT (-73.97910679819867 40.64284889400157),1899,3.0,Brooklyn,312.0,39.0,44.0,21.0,10.0,1021,Plaza,05/30/2012,114 Beverley Road,114 Beverley Road,Beverly Road,Church Ave and East 2nd Street,Brooklyn,312,Not Applicable,Not Applicable,40.642848894,-73.9791067982,Kensington,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-05-30,2012.0
POINT (-73.93840556480296 40.846290715358926),1722,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,3337,Plaza,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.8462907154,-73.9384055648,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-12-01,2015.0
POINT (-73.97691116199427 40.7155196820299),909,1.0,Manhattan,103.0,2.0,74.0,26.0,7.0,2997,Municipal Facilities,01/20/2015,288 Delancey Street,335 Delancey Street,Delancey Street,Mangin Street & FDR Drive,Manhattan,103,M14AD,Not Applicable,40.715519682,-73.976911162,Lower East Side,AE,,1.0,BACKLESS,2015-01-20,2015.0
POINT (-73.99494909554267 40.72602476173897),956,1.0,Manhattan,102.0,1.0,66.0,26.0,12.0,2217,General,11/12/2013,167 Crosby Street,167 Crosby Street,Bleeker Street,Bleeker Street and Lafayette Streets,Manhattan,102,Not Applicable,NOHO NY,40.7260247617,-73.9949490955,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-11-12,2013.0
POINT (-73.99632282901905 40.75868202382219),1222,1.0,Manhattan,104.0,3.0,75.0,27.0,10.0,4022,General,04/30/2018,555 10th Avenue,555 10th Avenue,10th Avenue,West 40th Street & West 41st Street,Manhattan,104,Not Applicable,Hudson Yards/Hell&#39;s Kitchen,40.7586820238,-73.996322829,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2018-04-30,2018.0
POINT (-73.98274302942825 40.71410472703),893,1.0,Manhattan,103.0,1.0,65.0,26.0,7.0,4094,General,12/20/2018,301 Henry Street,301 Henry Street,Henry Street,Grand Street & Samuel Dickstein Plaza,Manhattan,103,Not Applicable,Not Applicable,40.714104727,-73.9827430294,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-12-20,2018.0
POINT (-73.82136061152356 40.695732740682615),745,4.0,Queens,409.0,28.0,24.0,10.0,5.0,4034,Bus Route,04/27/2018,126-98 Atlantic Avenue,126-98 Atlantic Avenue,Atlantic Avenue,125th Street & 127th Street,Queens,409,Q24,Not Applicable,40.6957327407,-73.8213606115,Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-04-27,2018.0
POINT (-73.9929105537222 40.74379973708794),1090,1.0,Manhattan,104.0,3.0,75.0,27.0,12.0,1384,General,12/19/2012,108 West 24th Street,108 West 24th Street,West 24th Street,6th and 7th Avenues,Manhattan,104,Not Applicable,Not Applicable,40.7437997371,-73.9929105537,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2012-12-19,2012.0
POINT (-73.831159218132 40.705901837327595),824,4.0,Queens,409.0,29.0,27.0,14.0,6.0,3627,General,05/13/2017,119-20 Metropolitan Avenue,119-20 Metropolitan Avenue,Metropolitan Avenue,Lefferts Blvd & Brevoort Street,Queens,409,Not Applicable,Not Applicable,40.7059018373,-73.8311592181,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-05-13,2017.0
