GISJOIN,GEOID,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,geometry,closest_bench,the_geom,ObjectID,BoroName,Latitude,Longitude,NTAName,SeatingTyp,date,lat_long,distance_km,distance_m,travel_time,travel_time_sec
G3600050041400,36005041400,36,005,041400,5342,40.903187,-73.853251,POINT (1833834.0982999988 596016.4510999992),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",1.6 km,1603,21 mins,
G3600050041500,36005041500,36,005,041500,5872,40.869895,-73.88355,POINT (1832230.5392999984 591804.5034999996),"(40.8677791226, -73.8830603322)",POINT (-73.88306033218079 40.867779122585944),1817,Bronx,40.8677791226,-73.8830603322,Bedford Park,BACKED,2013-10-25,"(40.8677791226, -73.8830603322)",0.3 km,347,4 mins,
G3600050041800,36005041800,36,005,041800,3752,40.896794,-73.857534,POINT (1833651.1904999986 595237.2492999993),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",0.8 km,841,11 mins,
G3600050041900,36005041900,36,005,041900,7205,40.877106,-73.881154,POINT (1832239.1801000014 592636.4515000004),"(40.8756533245, -73.879270265)",POINT (-73.87927026497722 40.87565332449845),1885,Bronx,40.8756533245,-73.879270265,Norwood,BACKED,2018-08-01,"(40.8756533245, -73.879270265)",0.3 km,311,4 mins,
G3600050042000,36005042000,36,005,042000,3905,40.893049,-73.859301,POINT (1833604.3442000002 594795.1095000003),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",0.4 km,374,5 mins,
G3600050042100,36005042100,36,005,042100,6135,40.881794,-73.882385,POINT (1832017.9743000008 593123.5482999999),"(40.8810721208, -73.8833133657)",POINT (-73.88331336570958 40.881072120835334),1853,Bronx,40.8810721208,-73.8833133657,Norwood,BACKED,2014-03-19,"(40.8810721208, -73.8833133657)",0.1 km,112,1 min,
G3600050042200,36005042200,36,005,042200,3211,40.891028,-73.855337,POINT (1833978.9250000007 594651.3969999999),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",0.4 km,412,5 mins,
G3600050042300,36005042300,36,005,042300,4179,40.876834,-73.877176,POINT (1832569.7556000017 592683.5157999992),"(40.8756533245, -73.879270265)",POINT (-73.87927026497722 40.87565332449845),1885,Bronx,40.8756533245,-73.879270265,Norwood,BACKED,2018-08-01,"(40.8756533245, -73.879270265)",0.4 km,413,5 mins,
G3600050042400,36005042400,36,005,042400,2553,40.889264,-73.849557,POINT (1834494.5416 594570.7577999998),"(40.8887115793, -73.8406218031)",POINT (-73.84062180305787 40.88871157927763),1872,Bronx,40.8887115793,-73.8406218031,Eastchester-Edenwald-Baychester,BACKED,2014-06-23,"(40.8887115793, -73.8406218031)",0.8 km,809,10 mins,
G3600050042500,36005042500,36,005,042500,7667,40.871673,-73.878444,POINT (1832599.9464999996 592096.6976999994),"(40.8719144532, -73.8776774894)",POINT (-73.87767748941334 40.87191445321444),1830,Bronx,40.8719144532,-73.8776774894,Norwood,BACKED,2014-02-24,"(40.8719144532, -73.8776774894)",94 m,94,1 min,
G3600050042600,36005042600,36,005,042600,6982,40.890892,-73.841986,POINT (1835068.0447000004 594894.3070999999),"(40.8887115793, -73.8406218031)",POINT (-73.84062180305787 40.88871157927763),1872,Bronx,40.8887115793,-73.8406218031,Eastchester-Edenwald-Baychester,BACKED,2014-06-23,"(40.8887115793, -73.8406218031)",0.3 km,306,4 mins,
G3600050042800,36005042800,36,005,042800,2230,40.894399,-73.845769,POINT (1834669.7175999992 595203.3673),"(40.8887115793, -73.8406218031)",POINT (-73.84062180305787 40.88871157927763),1872,Bronx,40.8887115793,-73.8406218031,Eastchester-Edenwald-Baychester,BACKED,2014-06-23,"(40.8887115793, -73.8406218031)",0.9 km,911,11 mins,
G3600050042901,36005042901,36,005,042901,3711,40.874598,-73.875172,POINT (1832790.5196999982 592478.5185000002),"(40.8728826013, -73.8748265663)",POINT (-73.87482656634549 40.8728826013251),1832,Bronx,40.8728826013,-73.8748265663,Norwood,BACKED,2014-03-19,"(40.8728826013, -73.8748265663)",0.2 km,243,3 mins,
G3600050042902,36005042902,36,005,042902,4334,40.87721,-73.873961,POINT (1832821.5295999981 592786.4868000001),"(40.878427707, -73.871831376)",POINT (-73.87183137595335 40.87842770700503),1850,Bronx,40.878427707,-73.871831376,Norwood,BACKED,2013-10-25,"(40.878427707, -73.871831376)",0.4 km,369,4 mins,
G3600050043000,36005043000,36,005,043000,2952,40.893391,-73.850701,POINT (1834294.7758000009 594998.3354000002),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",0.9 km,940,13 mins,
G3600050043101,36005043101,36,005,043101,5185,40.883277,-73.879056,POINT (1832250.4112000018 593349.3224),"(40.8819933319, -73.8802997326)",POINT (-73.88029973258891 40.88199333185866),1856,Bronx,40.8819933319,-73.8802997326,Norwood,BACKLESS,2018-03-06,"(40.8819933319, -73.8802997326)",0.3 km,291,4 mins,
G3600050043102,36005043102,36,005,043102,5050,40.880282,-73.874815,POINT (1832672.6999999993 593104.7523999996),"(40.8816223687, -73.8782097198)",POINT (-73.8782097198009 40.881622368715696),1854,Bronx,40.8816223687,-73.8782097198,Norwood,BACKED,2013-12-02,"(40.8816223687, -73.8782097198)",0.5 km,493,6 mins,
G3600050043400,36005043400,36,005,043400,3649,40.896635,-73.853798,POINT (1833959.0658 595292.0166999996),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",0.9 km,914,12 mins,
G3600050043501,36005043501,36,005,043501,1192,40.886901,-73.867482,POINT (1833098.0179000013 593967.4020000007),"(40.8896240469, -73.8596129093)",POINT (-73.85961290933876 40.889624046903684),1874,Bronx,40.8896240469,-73.8596129093,Williamsbridge-Olinville,BACKED,2017-06-28,"(40.8896240469, -73.8596129093)",2.0 km,2033,26 mins,
G3600050043502,36005043502,36,005,043502,2,40.889527,-73.872584,POINT (1832615.2622999996 594155.1348000001),"(40.8816223687, -73.8782097198)",POINT (-73.8782097198009 40.881622368715696),1854,Bronx,40.8816223687,-73.8782097198,Norwood,BACKED,2013-12-02,"(40.8816223687, -73.8782097198)",NA,NA,NA,0
G3600050043503,36005043503,36,005,043503,122,40.894346,-73.892964,POINT (1830833.5346999988 594287.4187000003),"(40.8958567042, -73.892292577)",POINT (-73.89229257704223 40.89585670424556),1878,Bronx,40.8958567042,-73.892292577,Van Cortlandt Park,BACKED,2017-03-11,"(40.8958567042, -73.892292577)",0.4 km,397,5 mins,
G3600050043503,36005043503,36,005,043503,122,40.894346,-73.892964,POINT (1830833.5346999988 594287.4187000003),"(40.8958567042, -73.892292577)",POINT (-73.89229257704223 40.89585670424556),1877,Bronx,40.8958567042,-73.892292577,Van Cortlandt Park,BACKED,2017-03-11,"(40.8958567042, -73.892292577)",0.4 km,397,5 mins,
G3600050043503,36005043503,36,005,043503,122,40.894346,-73.892964,POINT (1830833.5346999988 594287.4187000003),"(40.8958567042, -73.892292577)",POINT (-73.89229257704223 40.89585670424556),1876,Bronx,40.8958567042,-73.892292577,Van Cortlandt Park,BACKED,2017-03-11,"(40.8958567042, -73.892292577)",0.4 km,397,5 mins,
G3600050043503,36005043503,36,005,043503,122,40.894346,-73.892964,POINT (1830833.5346999988 594287.4187000003),"(40.8958567042, -73.892292577)",POINT (-73.89229257704223 40.89585670424556),1879,Bronx,40.8958567042,-73.892292577,Van Cortlandt Park,BACKED,2017-03-11,"(40.8958567042, -73.892292577)",0.4 km,397,5 mins,
G3600050043600,36005043600,36,005,043600,2061,40.897235,-73.849764,POINT (1834271.5372000001 595435.2452000007),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",1.3 km,1334,17 mins,
G3600050044200,36005044200,36,005,044200,3877,40.904252,-73.84639,POINT (1834364.3376999982 596264.9019000009),"(40.8887115793, -73.8406218031)",POINT (-73.84062180305787 40.88871157927763),1872,Bronx,40.8887115793,-73.8406218031,Eastchester-Edenwald-Baychester,BACKED,2014-06-23,"(40.8887115793, -73.8406218031)",1.8 km,1849,22 mins,
G3600050044400,36005044400,36,005,044400,3984,40.899604,-73.844637,POINT (1834627.0989000015 595792.3256000001),"(40.8887115793, -73.8406218031)",POINT (-73.84062180305787 40.88871157927763),1872,Bronx,40.8887115793,-73.8406218031,Eastchester-Edenwald-Baychester,BACKED,2014-06-23,"(40.8887115793, -73.8406218031)",1.3 km,1321,16 mins,
G3600050044800,36005044800,36,005,044800,2007,40.895472,-73.84136,POINT (1835000.4382999986 595405.4003999997),"(40.8887115793, -73.8406218031)",POINT (-73.84062180305787 40.88871157927763),1872,Bronx,40.8887115793,-73.8406218031,Eastchester-Edenwald-Baychester,BACKED,2014-06-23,"(40.8887115793, -73.8406218031)",0.9 km,881,11 mins,
G3600050044901,36005044901,36,005,044901,1946,40.89746,-73.873344,POINT (1832348.485100001 595004.8729999997),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",1.8 km,1844,23 mins,
G3600050044902,36005044902,36,005,044902,2229,40.898852,-73.869049,POINT (1832661.7358999997 595239.3660000004),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",1.6 km,1628,22 mins,
G3600050045101,36005045101,36,005,045101,1817,40.897749,-73.864496,POINT (1833060.4375 595206.9951000009),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",1.3 km,1291,17 mins,
G3600050045102,36005045102,36,005,045102,2142,40.900556,-73.864628,POINT (1832977.1490999982 595510.2967000008),"(40.8907412564, -73.8586922298)",POINT (-73.85869222984398 40.89074125637337),1875,Bronx,40.8907412564,-73.8586922298,Wakefield-Woodlawn,BACKED,2017-06-28,"(40.8907412564, -73.8586922298)",1.7 km,1684,22 mins,
G3600050045600,36005045600,36,005,045600,3056,40.890038,-73.827696,POINT (1836252.0705999993 595077.2879000008),"(40.8891319052, -73.8319518176)",POINT (-73.83195181761441 40.88913190522535),1873,Bronx,40.8891319052,-73.8319518176,Eastchester-Edenwald-Baychester,BACKLESS,2015-01-06,"(40.8891319052, -73.8319518176)",0.5 km,502,7 mins,
G3600050045800,36005045800,36,005,045800,5662,40.885927,-73.845187,POINT (1834936.2144999988 594291.5416000001),"(40.8842920113, -73.8401186206)",POINT (-73.84011862057991 40.88429201132661),1865,Bronx,40.8842920113,-73.8401186206,Eastchester-Edenwald-Baychester,BACKED,2017-06-28,"(40.8842920113, -73.8401186206)",0.7 km,668,8 mins,
G3600050046000,36005046000,36,005,046000,2890,40.882113,-73.843175,POINT (1835198.5045999996 593914.8398000002),"(40.8842920113, -73.8401186206)",POINT (-73.84011862057991 40.88429201132661),1865,Bronx,40.8842920113,-73.8401186206,Eastchester-Edenwald-Baychester,BACKED,2017-06-28,"(40.8842920113, -73.8401186206)",1.0 km,953,12 mins,
G3600050046203,36005046203,36,005,046203,6599,40.878281,-73.826344,POINT (1836666.4164999984 593822.4899000004),"(40.8763399272, -73.8304310412)",POINT (-73.8304310411873 40.87633992724214),2125,Bronx,40.8763399272,-73.8304310412,Co-op City,BACKLESS,2013-01-14,"(40.8763399272, -73.8304310412)",0.5 km,544,7 mins,
G3600050046204,36005046204,36,005,046204,5552,40.873146,-73.826143,POINT (1836815.7214000002 593266.9140000008),"(40.8696670291, -73.8280080097)",POINT (-73.8280080097336 40.869667029110204),1825,Bronx,40.8696670291,-73.8280080097,Co-op City,BACKLESS,2015-01-06,"(40.8696670291, -73.8280080097)",0.6 km,556,7 mins,
G3600050046205,36005046205,36,005,046205,4445,40.872116,-73.830596,POINT (1836480.2289999984 593068.6338),"(40.8736701492, -73.8333343581)",POINT (-73.8333343580502 40.87367014915797),1841,Bronx,40.8736701492,-73.8333343581,Co-op City,BACKED,2013-01-11,"(40.8736701492, -73.8333343581)",0.5 km,488,6 mins,
G3600050046206,36005046206,36,005,046206,4434,40.875393,-73.828804,POINT (1836541.132100001 593460.2983999997),"(40.8763399272, -73.8304310412)",POINT (-73.8304310411873 40.87633992724214),2125,Bronx,40.8763399272,-73.8304310412,Co-op City,BACKLESS,2013-01-14,"(40.8763399272, -73.8304310412)",0.2 km,182,2 mins,
G3600050046207,36005046207,36,005,046207,6228,40.877262,-73.831356,POINT (1836285.204599999 593614.6140000001),"(40.8763399272, -73.8304310412)",POINT (-73.8304310411873 40.87633992724214),2125,Bronx,40.8763399272,-73.8304310412,Co-op City,BACKLESS,2013-01-14,"(40.8763399272, -73.8304310412)",0.2 km,161,2 mins,
G3600050046208,36005046208,36,005,046208,5155,40.874821,-73.837095,POINT (1835881.6528999992 593237.7807),"(40.8737061341, -73.8333334457)",POINT (-73.83333344573943 40.87370613410312),1840,Bronx,40.8737061341,-73.8333334457,Co-op City,BACKED,2013-01-11,"(40.8737061341, -73.8333334457)",0.7 km,741,11 mins,
G3600050046209,36005046209,36,005,046209,3707,40.881641,-73.833704,POINT (1835980.9079000019 594046.3486000001),"(40.8827184534, -73.8303922318)",POINT (-73.83039223180666 40.88271845344943),1864,Bronx,40.8827184534,-73.8303922318,Eastchester-Edenwald-Baychester,BACKED,2017-06-28,"(40.8827184534, -73.8303922318)",0.4 km,353,4 mins,
G3600050048401,36005048401,36,005,048401,3888,40.885606,-73.834954,POINT (1835776.6336999983 594454.1953999996),"(40.8846627038, -73.8316195964)",POINT (-73.83161959642482 40.88466270384229),1866,Bronx,40.8846627038,-73.8316195964,Eastchester-Edenwald-Baychester,BACKLESS,2014-05-02,"(40.8846627038, -73.8316195964)",0.5 km,492,6 mins,
G3600050048402,36005048402,36,005,048402,41,40.88689,-73.838509,POINT (1835454.3271999992 594525.4236999992),"(40.8887115793, -73.8406218031)",POINT (-73.84062180305787 40.88871157927763),1872,Bronx,40.8887115793,-73.8406218031,Eastchester-Edenwald-Baychester,BACKED,2014-06-23,"(40.8887115793, -73.8406218031)",0.6 km,631,8 mins,
G3600050050400,36005050400,36,005,050400,5,40.854087,-73.803258,POINT (1839170.8592999987 591633.0757999998),"(40.8528350216, -73.8259074525)",POINT (-73.82590745250407 40.85283502159515),2130,Bronx,40.8528350216,-73.8259074525,Pelham Bay Park,BACKLESS,2017-02-04,"(40.8528350216, -73.8259074525)",3.1 km,3083,37 mins,
G3600050051601,36005051601,36,005,051601,4445,40.846882,-73.786741,POINT (1840701.3002999984 591167.9191999994),"(40.8528350216, -73.8259074525)",POINT (-73.82590745250407 40.85283502159515),2130,Bronx,40.8528350216,-73.8259074525,Pelham Bay Park,BACKLESS,2017-02-04,"(40.8528350216, -73.8259074525)",NA,NA,NA,0
G3600050051602,36005051602,36,005,051602,0,40.85373,-73.770267,POINT (1841863.682599999 592233.1236000005),"(40.8528350216, -73.8259074525)",POINT (-73.82590745250407 40.85283502159515),2130,Bronx,40.8528350216,-73.8259074525,Pelham Bay Park,BACKLESS,2017-02-04,"(40.8528350216, -73.8259074525)",NA,NA,NA,0
G3600470000100,36047000100,36,047,000100,4616,40.699647,-73.993153,POINT (1827689.6981000006 571138.9214999992),"(40.6982416823, -73.9870923787)",POINT (-73.98709237871685 40.69824168226046),757,Brooklyn,40.6982416823,-73.9870923787,Downtown Brooklyn-DUMBO-Boerum Hill,BACKLESS,2012-07-25,"(40.6982416823, -73.9870923787)",0.9 km,924,12 mins,
G3600470000200,36047000200,36,047,000200,1205,40.652306,-74.011786,POINT (1827385.8249999993 565619.7460999992),"(40.6490337563, -74.0122875539)",POINT (-74.0122875538757 40.64903375626781),331,Brooklyn,40.6490337563,-74.0122875539,Sunset Park (West),BACKED,2013-01-08,"(40.6490337563, -74.0122875539)",0.5 km,509,7 mins,
G3600470000301,36047000301,36,047,000301,3850,40.696297,-73.996533,POINT (1827500.117899999 570708.7345000003),"(40.6945837468, -73.993604556)",POINT (-73.99360455602518 40.69458374683769),737,Brooklyn,40.6945837468,-73.993604556,Brooklyn Heights,BACKED,2013-02-11,"(40.6945837468, -73.993604556)",0.4 km,374,5 mins,
G3600470000501,36047000501,36,047,000501,4404,40.696479,-73.994384,POINT (1827670.7239999995 570769.9020000007),"(40.6945837468, -73.993604556)",POINT (-73.99360455602518 40.69458374683769),737,Brooklyn,40.6945837468,-73.993604556,Brooklyn Heights,BACKED,2013-02-11,"(40.6945837468, -73.993604556)",0.3 km,302,4 mins,
G3600470000502,36047000502,36,047,000502,2640,40.695077,-73.993051,POINT (1827815.4880000018 570642.7062999997),"(40.6945837468, -73.993604556)",POINT (-73.99360455602518 40.69458374683769),737,Brooklyn,40.6945837468,-73.993604556,Brooklyn Heights,BACKED,2013-02-11,"(40.6945837468, -73.993604556)",0.2 km,224,3 mins,
G3600470000700,36047000700,36,047,000700,4415,40.692553,-73.997395,POINT (1827526.0284000002 570284.0187999997),"(40.6928738006, -73.9936001084)",POINT (-73.99360010835679 40.6928738006424),1886,Brooklyn,40.6928738006,-73.9936001084,Brooklyn Heights,BACKED,2019-06-06,"(40.6928738006, -73.9936001084)",0.4 km,384,5 mins,
G3600470000900,36047000900,36,047,000900,5167,40.691497,-73.991498,POINT (1828034.1898999996 570282.3205999993),"(40.6911868908, -73.991740814)",POINT (-73.99174081400557 40.69118689080089),704,Brooklyn,40.6911868908,-73.991740814,Brooklyn Heights,BACKLESS,2012-06-19,"(40.6911868908, -73.991740814)",52 m,52,1 min,
G3600470001100,36047001100,36,047,001100,1578,40.692063,-73.985883,POINT (1828477.6493000016 570452.0417999998),"(40.6899827478, -73.9866385595)",POINT (-73.98663855951675 40.68998274778975),689,Brooklyn,40.6899827478,-73.9866385595,Downtown Brooklyn-DUMBO-Boerum Hill,BACKLESS,2013-02-11,"(40.6899827478, -73.9866385595)",0.3 km,326,4 mins,
G3600470001100,36047001100,36,047,001100,1578,40.692063,-73.985883,POINT (1828477.6493000016 570452.0417999998),"(40.6899827478, -73.9866385595)",POINT (-73.98663855951675 40.68998274778975),690,Brooklyn,40.6899827478,-73.9866385595,Downtown Brooklyn-DUMBO-Boerum Hill,BACKLESS,2013-02-11,"(40.6899827478, -73.9866385595)",0.3 km,326,4 mins,
G3600470001300,36047001300,36,047,001300,2465,40.697413,-73.987332,POINT (1828221.9008000009 571007.3608999997),"(40.6982416823, -73.9870923787)",POINT (-73.98709237871685 40.69824168226046),757,Brooklyn,40.6982416823,-73.9870923787,Downtown Brooklyn-DUMBO-Boerum Hill,BACKLESS,2012-07-25,"(40.6982416823, -73.9870923787)",0.1 km,116,1 min,
G3600470001501,36047001501,36,047,001501,5161,40.695669,-73.98229,POINT (1828677.9869000018 570914.2595000006),"(40.6937076864, -73.9827801236)",POINT (-73.98278012359714 40.693707686365734),732,Brooklyn,40.6937076864,-73.9827801236,Downtown Brooklyn-DUMBO-Boerum Hill,BACKLESS,2014-12-29,"(40.6937076864, -73.9827801236)",0.2 km,248,3 mins,
G3600470001502,36047001502,36,047,001502,5801,40.692042,-73.983683,POINT (1828657.6391999982 570492.0835999995),"(40.6937076864, -73.9827801236)",POINT (-73.98278012359714 40.693707686365734),732,Brooklyn,40.6937076864,-73.9827801236,Downtown Brooklyn-DUMBO-Boerum Hill,BACKLESS,2014-12-29,"(40.6937076864, -73.9827801236)",0.3 km,283,4 mins,
G3600470001801,36047001801,36,047,001801,2563,40.659965,-74.003891,POINT (1827833.4188 566606.5415000003),"(40.6579353351, -74.0004401322)",POINT (-74.00044013219517 40.65793533508711),391,Brooklyn,40.6579353351,-74.0004401322,Sunset Park (West),BACKED,2013-01-07,"(40.6579353351, -74.0004401322)",0.4 km,426,6 mins,
